File::HomeDir::BEGIN@5	href=File-HomeDir-pm-632-line.html#5
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::CORE:match	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#Perl__Critic__Policy__InputOutput__RequireEncodingWithUTF8Layer__CORE_match
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::BEGIN@12	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#12
Perl::Critic::Policy::ValuesAndExpressions::ProhibitEmptyQuotes::supported_parameters	href=Perl-ProhibitEmptyQuotes-pm-268-line.html#28
Perl::Critic::Policy::BuiltinFunctions::ProhibitSleepViaSelect::BEGIN@10	href=Perl-ProhibitSleepViaSelect-pm-769-line.html#10
Perl::Critic::Exception::Fatal::PolicyDefinition::BEGIN@10	href=Perl-Critic-Exception-Fatal-PolicyDefinition-pm-183-line.html#10
Perl::Critic::Policy::ValuesAndExpressions::ProhibitLongChainsOfMethodCalls::default_severity	href=Perl-ProhibitLongChainsOfMethodCalls-pm-283-line.html#41
Sub::Install::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/Sub/Install.pm:112]	href=Sub-Install-pm-590-line.html#107
Perl::Critic::Policy::InputOutput::RequireEncodingWithUTF8Layer::BEGIN@11	href=Perl-RequireEncodingWithUTF8Layer-pm-556-line.html#11
Pod::Parser::BEGIN@212	href=Pod-Parser-pm-49-line.html#212
Perl::Critic::Policy::ValuesAndExpressions::ProhibitMagicNumbers::CORE:regcomp	href=Perl-ProhibitMagicNumbers-pm-286-line.html#Perl__Critic__Policy__ValuesAndExpressions__ProhibitMagicNumbers__CORE_regcomp
PPI::Token::BOM::CORE:match	href=PPI-Token-BOM-pm-75-line.html#PPI__Token__BOM__CORE_match
PPI::Statement::Expression::BEGIN@42	href=PPI-Statement-Expression-pm-434-line.html#42
Perl::Critic::Policy::Variables::ProhibitLocalVars::default_severity	href=Perl-Critic-Policy-Variables-ProhibitLocalVars-pm-222-line.html#29
Perl::Critic::Policy::Variables::RequireInitializationForLocalVars::BEGIN@12	href=Perl-RequireInitializationForLocalVars-pm-246-line.html#12
Perl::Critic::Policy::ValuesAndExpressions::ProhibitVersionStrings::BEGIN@11	href=Perl-ProhibitVersionStrings-pm-304-line.html#11
Perl::Critic::Policy::Subroutines::ProhibitExcessComplexity::BEGIN@10	href=Perl-ProhibitExcessComplexity-pm-352-line.html#10
Perl::Critic::Policy::RegularExpressions::ProhibitEscapedMetacharacters::supported_parameters	href=Perl-ProhibitEscapedMetacharacters-pm-392-line.html#32
Module::Runtime::BEGIN@2.22	href=Path-IsDev-NegativeHeuristic-IsDev-IgnoreFile-pm-626-line.html#2
Perl::Critic::Policy::BuiltinFunctions::RequireGlobFunction::CORE:match	href=Perl-RequireGlobFunction-pm-796-line.html#Perl__Critic__Policy__BuiltinFunctions__RequireGlobFunction__CORE_match
Perl::Critic::Policy::Variables::ProhibitConditionalDeclarations::BEGIN@11	href=Perl-ProhibitConditionalDeclarations-pm-216-line.html#11
Perl::Critic::Config::add_policy	href=Perl-Critic-Config-pm-159-line.html#164
PPI::Statement::Include::module	href=PPI-Statement-Include-pm-435-line.html#123
File::HomeDir::Darwin::Cocoa::my_pictures	href=File-HomeDir-Darwin-Cocoa-pm-636-line.html#90
Perl::Critic::Policy::ValuesAndExpressions::ProhibitComplexVersion::BEGIN@14	href=Perl-ProhibitComplexVersion-pm-262-line.html#14
PPIx::Regexp::Tokenizer::BEGIN@30	href=PPIx-Regexp-Tokenizer-pm-865-line.html#30
PPI::Element::logical_line_number	href=PPI-Element-pm-61-line.html#929
File::HomeDir::Darwin::Cocoa::_find_folder	href=File-HomeDir-Darwin-Cocoa-pm-636-line.html#113
Perl::Critic::Policy::Modules::ProhibitAutomaticExportation::BEGIN@16	href=Perl-ProhibitAutomaticExportation-pm-472-line.html#16
utf8::import	href=utf8-pm-312-line.html#7
Perl::Critic::Policy::ValuesAndExpressions::ProhibitEscapedCharacters::BEGIN@12	href=Perl-ProhibitEscapedCharacters-pm-271-line.html#12
Sub::Exporter::build_exporter	href=Sub-Exporter-pm-588-line.html#287
Perl::Critic::Config::CORE:match	href=Perl-Critic-Config-pm-159-line.html#Perl__Critic__Config__CORE_match
Encode::getEncoding	href=Encode-pm-34-line.html#101
Perl::Critic::Policy::ValuesAndExpressions::RequireInterpolationOfMetachars::BEGIN@19	href=Perl-RequireInterpolationOfMetachars-pm-310-line.html#19
Exception::Class::Base::Fields	href=Exception-Class-Base-pm-122-line.html#26
Sub::Exporter::BEGIN@217	href=Sub-Exporter-pm-588-line.html#217
Role::Tiny::_install_modifiers	href=Role-Tiny-pm-621-line.html#387
PPI::Token::Cast::BEGIN@34	href=PPI-Token-Cast-pm-109-line.html#34
Perl::Critic::Policy::ControlStructures::ProhibitLabelsWithSpecialBlockNames::BEGIN@16	href=Perl-ProhibitLabelsWithSpecialBlockNames-pm-690-line.html#16
Devel::StackTrace::_record_caller_data	href=Devel-StackTrace-pm-124-line.html#37
File::ShareDir::ProjectDistDir::__ANON__[/Users/timbo/perl5/perlbrew/perls/perl-5.18.2/lib/site_perl/5.18.2/File/ShareDir/ProjectDistDir.pm:676]	href=File-ShareDir-ProjectDistDir-pm-586-line.html#665
Perl::Critic::Policy::BuiltinFunctions::RequireBlockGrep::BEGIN@16	href=Perl-RequireBlockGrep-pm-790-line.html#16
Text::Wrap::BEGIN@58	href=Text-Wrap-pm-661-line.html#58
Perl::Critic::Policy::RegularExpressions::ProhibitEnumeratedClasses::BEGIN@17	href=Perl-ProhibitEnumeratedClasses-pm-389-line.html#17
Perl::Critic::Utils::DataConversion::BEGIN@10	href=Perl-Critic-Utils-DataConversion-pm-202-line.html#10
Perl::Critic::BEGIN@20	href=Perl-Critic-pm-151-line.html#20
PPI::Token::_QuoteEngine::CORE:match	href=PPI-Token-_QuoteEngine-pm-94-line.html#PPI__Token___QuoteEngine__CORE_match
PPI::Statement::BEGIN@153	href=PPI-Statement-pm-429-line.html#153
PPI::Structure::Block::BEGIN@45	href=PPI-Structure-Block-pm-447-line.html#45
Perl::Critic::Exception::Fatal::PolicyDefinition::BEGIN@20	href=Perl-Critic-Exception-Fatal-PolicyDefinition-pm-183-line.html#20
Perl::Critic::Policy::BEGIN@38	href=Perl-Critic-Policy-pm-201-line.html#38
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::BEGIN@18	href=Perl-ProhibitPunctuationVars-pm-234-line.html#18
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalIsa::BEGIN@16	href=Perl-ProhibitUniversalIsa-pm-781-line.html#16
Perl::Critic::Policy::Documentation::RequirePodLinksIncludeText::BEGIN@20	href=Perl-RequirePodLinksIncludeText-pm-673-line.html#20
Perl::Critic::Config::program_extensions	href=Perl-Critic-Config-pm-159-line.html#939
Perl::Critic::Policy::BuiltinFunctions::ProhibitBooleanGrep::supported_parameters	href=Perl-ProhibitBooleanGrep-pm-757-line.html#30
Perl::Critic::Policy::BuiltinFunctions::ProhibitVoidMap::supported_parameters	href=Perl-ProhibitVoidMap-pm-787-line.html#27
Path::FindDev::BEGIN@2	href=Path-FindDev-Object-pm-604-line.html#2
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalCan::BEGIN@13	href=Perl-ProhibitUniversalCan-pm-778-line.html#13
PPIx::Regexp::Element::BEGIN@40	href=PPIx-Regexp-Element-pm-819-line.html#40
Perl::Critic::UserProfile::listed_policies	href=Perl-Critic-UserProfile-pm-802-line.html#117
Perl::Critic::Policy::CodeLayout::ProhibitParensWithBuiltins::default_severity	href=Perl-ProhibitParensWithBuiltins-pm-714-line.html#63
Perl::Critic::PolicyParameter::Behavior::Integer::BEGIN@16	href=Perl-Critic-PolicyParameter-Behavior-Integer-pm-209-line.html#16
Perl::Critic::Policy::Modules::RequireFilenameMatchesPackage::BEGIN@17	href=Perl-RequireFilenameMatchesPackage-pm-496-line.html#17
Perl::Critic::Violation::BEGIN@20	href=Perl-Critic-Violation-pm-139-line.html#20
Pod::Text::BEGIN@29	href=Pod-Text-pm-33-line.html#29
PPI::Lexer::_rollback	href=PPI-Lexer-pm-465-line.html#1492
Perl::Critic::Config::program_extensions_as_regexes	href=Perl-Critic-Config-pm-159-line.html#946
Config::BEGIN@7	href=Config_heavy-pl-602-line.html#7
Perl::Critic::Policy::Variables::ProhibitPackageVars::BEGIN@22	href=Perl-ProhibitPackageVars-pm-228-line.html#22
_charnames::CORE:qr	href=_charnames-pm-723-line.html#_charnames__CORE_qr
Perl::Critic::Policy::Variables::ProhibitPunctuationVars::BEGIN@13	href=Perl-ProhibitPunctuationVars-pm-234-line.html#13
Perl::Critic::Policy::ControlStructures::ProhibitUntilBlocks::BEGIN@15	href=Perl-ProhibitUntilBlocks-pm-708-line.html#15
Perl::Tidy::Formatter::BEGIN@6290	href=Perl-Tidy-pm-735-line.html#6290
Path::IsDev::NegativeHeuristic::HomeDir::paths	href=Path-IsDev-NegativeHeuristic-HomeDir-pm-630-line.html#51
Perl::Critic::Config::BEGIN@31	href=Perl-Critic-Config-pm-159-line.html#31
Perl::Tidy::VerticalAligner::Line::BEGIN@19331	href=Perl-Tidy-pm-735-line.html#19331
Perl::Critic::Policy::BuiltinFunctions::ProhibitStringySplit::BEGIN@15	href=Perl-ProhibitStringySplit-pm-775-line.html#15
PPIx::Regexp::Token::Delimiter::BEGIN@34	href=PPIx-Regexp-Token-Delimiter-pm-891-line.html#34
Path::IsDev::Heuristic::MYMETA::files	href=Path-IsDev-Heuristic-MYMETA-pm-653-line.html#48
Config::Tiny::CORE:match	href=Config-Tiny-pm-803-line.html#Config__Tiny__CORE_match
Perl::Critic::Policy::TestingAndDebugging::ProhibitNoStrict::supported_parameters	href=Perl-ProhibitNoStrict-pm-328-line.html#29
PPI::BEGIN@29	href=PPI-pm-428-line.html#29
Perl::Critic::Policy::NamingConventions::Capitalization::CORE:qr	href=Perl-Capitalization-pm-425-line.html#Perl__Critic__Policy__NamingConventions__Capitalization__CORE_qr
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::BEGIN@10	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#10
PPI::Node::new	href=PPI-Node-pm-73-line.html#72
File::ShareDir::BEGIN@110	href=File-ShareDir-pm-592-line.html#110
Perl::Critic::BEGIN@12	href=Perl-Critic-pm-151-line.html#12
Perl::Critic::Policy::ControlStructures::ProhibitUntilBlocks::default_severity	href=Perl-ProhibitUntilBlocks-pm-708-line.html#28
PPIx::Regexp::Token::Operator::BEGIN@36	href=PPIx-Regexp-Token-Operator-pm-923-line.html#36
PPI::Token::Magic::CORE:regcomp	href=PPI-Token-Magic-pm-90-line.html#PPI__Token__Magic__CORE_regcomp
Perl::Critic::Policy::Subroutines::ProhibitUnusedPrivateSubroutines::CORE:regcomp	href=Perl-ProhibitUnusedPrivateSubroutines-pm-371-line.html#Perl__Critic__Policy__Subroutines__ProhibitUnusedPrivateSubroutines__CORE_regcomp
Perl::Critic::Policy::RegularExpressions::ProhibitFixedStringMatches::BEGIN@11	href=Perl-ProhibitFixedStringMatches-pm-395-line.html#11
Perl::Critic::Policy::Modules::RequireBarewordIncludes::BEGIN@10	href=Perl-RequireBarewordIncludes-pm-487-line.html#10
Perl::Critic::Policy::ControlStructures::ProhibitUnreachableCode::BEGIN@15	href=Perl-ProhibitUnreachableCode-pm-705-line.html#15
String::Format::BEGIN@21	href=String-Format-pm-142-line.html#21
Perl::Critic::Document::BEGIN@519	href=Perl-Critic-Document-pm-808-line.html#519
Exporter::Heavy::heavy_export	href=Exporter-Heavy-pm-13-line.html#39
Getopt::Long::BEGIN@236	href=Getopt-Long-pm-19-line.html#236
Data::OptList::mkopt	href=Data-OptList-pm-589-line.html#36
Perl::Critic::Policy::Modules::RequireNoMatchVarsWithUseEnglish::BEGIN@12	href=Perl-RequireNoMatchVarsWithUseEnglish-pm-499-line.html#12
PPI::Lexer::BEGIN@1052	href=PPI-Lexer-pm-465-line.html#1052
PPIx::Regexp::Structure::CharClass::BEGIN@33	href=PPIx-Regexp-Structure-CharClass-pm-839-line.html#33
Exception::Class::CORE:subst	href=Exception-Class-pm-121-line.html#Exception__Class__CORE_subst
Perl::Critic::Policy::ValuesAndExpressions::ProhibitQuotesAsQuotelikeOperatorDelimiters::BEGIN@12	href=TOOLONG-298-line.html#12
PPIx::Regexp::Token::Quantifier::BEGIN@34	href=PPIx-Regexp-Token-Quantifier-pm-925-line.html#34
Perl::Critic::Policy::RegularExpressions::ProhibitUnusedCapture::BEGIN@15	href=Perl-ProhibitUnusedCapture-pm-401-line.html#15
PPI::Lexer::BEGIN@58	href=PPI-Lexer-pm-465-line.html#58
Perl::Critic::PolicyConfig::is_maximum_violations_per_document_unlimited	href=Perl-Critic-PolicyConfig-pm-173-line.html#98
PPI::Token::BEGIN@29	href=PPI-Token-pm-58-line.html#29
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalCan::BEGIN@16	href=Perl-ProhibitUniversalCan-pm-778-line.html#16
Perl::Critic::Policy::RegularExpressions::RequireDotMatchAnything::BEGIN@16	href=Perl-RequireDotMatchAnything-pm-410-line.html#16
Perl::Critic::Exception::Configuration::Option::Policy::BEGIN@12	href=Perl-Policy-pm-177-line.html#12
Perl::Critic::Policy::ValuesAndExpressions::RequireInterpolationOfMetachars::BEGIN@11	href=Perl-RequireInterpolationOfMetachars-pm-310-line.html#11
Perl::Critic::Policy::BuiltinFunctions::RequireGlobFunction::BEGIN@11	href=Perl-RequireGlobFunction-pm-796-line.html#11
File::HomeDir::Driver::BEGIN@6	href=File-HomeDir-Driver-pm-639-line.html#6
Path::IsDev::Role::HeuristicSet::_load_module	href=Path-IsDev-Role-HeuristicSet-pm-625-line.html#48
Path::IsDev::Heuristic::Tool::MakeMaker::BEGIN@27	href=Path-IsDev-Heuristic-Tool-MakeMaker-pm-644-line.html#27
PPI::Document::File::BEGIN@20	href=PPI-Document-File-pm-459-line.html#20
Perl::Critic::Utils::Constants::BEGIN@11	href=Perl-Critic-Utils-Constants-pm-138-line.html#11
Sub::Exporter::setup_exporter	href=Sub-Exporter-pm-588-line.html#184
Perl::Critic::Violation::_chomp_periods	href=Perl-Critic-Violation-pm-139-line.html#318
Perl::Critic::Policy::Miscellanea::ProhibitUnrestrictedNoCritic::BEGIN@15	href=Perl-ProhibitUnrestrictedNoCritic-pm-511-line.html#15
String::Format::CORE:regcomp	href=String-Format-pm-142-line.html#String__Format__CORE_regcomp
Perl::Critic::Policy::ClassHierarchies::ProhibitAutoloading::BEGIN@12	href=Perl-ProhibitAutoloading-pm-748-line.html#12
Sub::Exporter::_assert_collector_names_ok	href=Sub-Exporter-pm-588-line.html#224
Sub::Install::BEGIN@9	href=Sub-Install-pm-590-line.html#9
Perl::Tidy::VerticalAligner::Line::BEGIN@19329	href=Perl-Tidy-pm-735-line.html#19329
Perl::Critic::Document::BEGIN@18	href=Perl-Critic-Document-pm-808-line.html#18
PPIx::Regexp::Structure::BranchReset::BEGIN@35	href=PPIx-Regexp-Structure-BranchReset-pm-833-line.html#35
Perl::Critic::Policy::BuiltinFunctions::RequireGlobFunction::default_severity	href=Perl-RequireGlobFunction-pm-796-line.html#29
PPI::BEGIN@6	href=PPI-pm-428-line.html#6
Perl::Critic::Exception::Fatal::PolicyDefinition::BEGIN@3	href=(eval 60)[Exception-Class-pm-177]-184-line.html#3
Path::Tiny::BEGIN@238	href=Path-Tiny-pm-600-line.html#238
Perl::Critic::Policy::Documentation::PodSpelling::supported_parameters	href=Perl-Critic-Policy-Documentation-PodSpelling-pm-565-line.html#44
PPI::Structure::new	href=PPI-Structure-pm-446-line.html#121
Perl::Critic::Policy::InputOutput::ProhibitReadlineInForLoop::BEGIN@10	href=Perl-ProhibitReadlineInForLoop-pm-535-line.html#10
Path::IsDev::Heuristic::DevDirMarker::BEGIN@40	href=Path-IsDev-Heuristic-DevDirMarker-pm-652-line.html#40
Perl::Critic::Policy::CodeLayout::RequireConsistentNewlines::supported_parameters	href=Perl-RequireConsistentNewlines-pm-731-line.html#31
Perl::Critic::Policy::ControlStructures::ProhibitLabelsWithSpecialBlockNames::BEGIN@17	href=Perl-ProhibitLabelsWithSpecialBlockNames-pm-690-line.html#17
Perl::Critic::PolicyFactory::BEGIN@29	href=Perl-Critic-PolicyFactory-pm-172-line.html#29
Perl::Tidy::Tokenizer::BEGIN@23593	href=Perl-Tidy-pm-735-line.html#23593
Perl::Critic::Command::BEGIN@19	href=Perl-Critic-Command-pm-4-line.html#19
Perl::Critic::Policy::RegularExpressions::ProhibitUnusualDelimiters::BEGIN@16	href=Perl-ProhibitUnusualDelimiters-pm-404-line.html#16
Path::IsDev::Object::_with_debug	href=Path-IsDev-Object-pm-609-line.html#149
Perl::Critic::Policy::BuiltinFunctions::ProhibitLvalueSubstr::BEGIN@16	href=Perl-ProhibitLvalueSubstr-pm-763-line.html#16
PPI::Token::Regexp::Match::BEGIN@47	href=PPI-Token-Regexp-Match-pm-104-line.html#47
Perl::Critic::Exception::Configuration::Option::Global::BEGIN@12	href=Perl-Global-pm-166-line.html#12
Perl::Critic::Policy::ClassHierarchies::ProhibitAutoloading::BEGIN@16	href=Perl-ProhibitAutoloading-pm-748-line.html#16
Perl::Critic::Policy::Variables::ProhibitPackageVars::BEGIN@17	href=Perl-ProhibitPackageVars-pm-228-line.html#17
Perl::Critic::Policy::ControlStructures::ProhibitDeepNests::supported_parameters	href=Perl-ProhibitDeepNests-pm-687-line.html#27
Path::Tiny::_check_UU	href=Path-Tiny-pm-600-line.html#43
PPIx::Regexp::Element::BEGIN@36	href=PPIx-Regexp-Element-pm-819-line.html#36
Perl::Critic::Policy::TestingAndDebugging::RequireUseStrict::_generate_is_use_strict	href=Perl-RequireUseStrict-pm-340-line.html#83
Params::Util::CORE:match	href=Params-Util-pm-59-line.html#Params__Util__CORE_match
Perl::Tidy::VerticalAligner::Line::BEGIN@19324	href=Perl-Tidy-pm-735-line.html#19324
PPI::Token::Operator::BEGIN@43	href=PPI-Token-Operator-pm-108-line.html#43
Perl::Critic::Policy::RegularExpressions::ProhibitUnusedCapture::BEGIN@21	href=Perl-ProhibitUnusedCapture-pm-401-line.html#21
Module::Pluggable::Object::BEGIN@4	href=Module-Pluggable-Object-pm-190-line.html#4
PPI::Document::BEGIN@80	href=PPI-Document-pm-456-line.html#80
Perl::Critic::Policy::Variables::ProhibitLocalVars::BEGIN@11	href=Perl-Critic-Policy-Variables-ProhibitLocalVars-pm-222-line.html#11
Perl::Critic::Policy::TestingAndDebugging::RequireUseStrict::applies_to	href=Perl-RequireUseStrict-pm-340-line.html#48
Perl::Critic::_critique	href=Perl-Critic-pm-151-line.html#154
PPIx::Regexp::Tokenizer::BEGIN@41	href=PPIx-Regexp-Tokenizer-pm-865-line.html#41
PPI::Element::__ne	href=PPI-Element-pm-61-line.html#1093
PPIx::Regexp::Structure::Main::BEGIN@41	href=PPIx-Regexp-Structure-Main-pm-843-line.html#41
Perl::Critic::Policy::RegularExpressions::RequireBracesForMultiline::BEGIN@18	href=Perl-RequireBracesForMultiline-pm-407-line.html#18
Perl::Critic::Policy::Subroutines::ProhibitManyArgs::BEGIN@19	href=Perl-Critic-Policy-Subroutines-ProhibitManyArgs-pm-359-line.html#19
Perl::Critic::Policy::BuiltinFunctions::RequireSimpleSortBlock::BEGIN@12	href=Perl-RequireSimpleSortBlock-pm-799-line.html#12
utf8::BEGIN@3	href=utf8_heavy-pl-313-line.html#3
Perl::Critic::Utils::is_included_module_name	href=Perl-Critic-Utils-pm-52-line.html#741
Perl::Critic::Utils::Perl::BEGIN@10	href=Perl-Critic-Utils-Perl-pm-426-line.html#10
Encode::Alias::BEGIN@8	href=Encode-Alias-pm-38-line.html#8
Perl::Critic::Policy::Modules::ProhibitConditionalUseStatements::BEGIN@13	href=Perl-ProhibitConditionalUseStatements-pm-475-line.html#13
Perl::Critic::Policy::Variables::ProhibitPerl4PackageNames::BEGIN@16	href=Perl-ProhibitPerl4PackageNames-pm-231-line.html#16
Perl::Critic::PolicyParameter::Behavior::BEGIN@11	href=Perl-Critic-PolicyParameter-Behavior-pm-204-line.html#11
PPIx::Regexp::Lexer::BEGIN@57	href=PPIx-Regexp-Lexer-pm-824-line.html#57
Module::Runtime::CORE:subst	href=Path-IsDev-Heuristic-TestDir-pm-650-line.html#Module__Runtime__CORE_subst
PPIx::Regexp::Structure::Capture::BEGIN@34	href=PPIx-Regexp-Structure-Capture-pm-837-line.html#34
Perl::Critic::Utils::POD::BEGIN@22	href=Perl-Critic-Utils-POD-pm-144-line.html#22
Readonly::BEGIN@2.1	href=(eval 2)[Readonly-pm-33]-15-line.html#2
PPIx::Regexp::Token::Reference::BEGIN@37	href=PPIx-Regexp-Token-Reference-pm-871-line.html#37
Perl::Tidy::Formatter::BEGIN@6284	href=Perl-Tidy-pm-735-line.html#6284
Perl::Critic::Policy::ValuesAndExpressions::ProhibitSpecialLiteralHeredocTerminator::supported_parameters	href=TOOLONG-301-line.html#30
Perl::Critic::Utils::POD::BEGIN@11	href=Perl-Critic-Utils-POD-pm-144-line.html#11
Perl::Critic::Config::_validate_and_save_pager	href=Perl-Critic-Config-pm-159-line.html#673
Perl::Critic::Policy::ValuesAndExpressions::RequireConstantVersion::BEGIN@14	href=Perl-RequireConstantVersion-pm-307-line.html#14
version::qv	href=version-pm-250-line.html#version__qv
Perl::Critic::Policy::BuiltinFunctions::ProhibitUniversalCan::default_severity	href=Perl-ProhibitUniversalCan-pm-778-line.html#28
Perl::Critic::Policy::RegularExpressions::RequireDotMatchAnything::BEGIN@18	href=Perl-RequireDotMatchAnything-pm-410-line.html#18
Perl::Critic::Policy::ControlStructures::ProhibitMutatingListFunctions::_get_list_moreutils_funcs	href=Perl-ProhibitMutatingListFunctions-pm-693-line.html#39
Perl::Critic::Policy::Miscellanea::ProhibitTies::BEGIN@12	href=Perl-Critic-Policy-Miscellanea-ProhibitTies-pm-508-line.html#12
Devel::InnerPackage::BEGIN@87	href=Devel-InnerPackage-pm-194-line.html#87
Exporter::Tiny::_exporter_expand_sub	href=Exporter-Tiny-pm-65-line.html#153
Perl::Critic::Policy::ValuesAndExpressions::ProhibitInterpolationOfLiterals::BEGIN@15	href=Perl-ProhibitInterpolationOfLiterals-pm-277-line.html#15
Perl::Critic::Policy::Variables::ProhibitMatchVars::BEGIN@15	href=Perl-Critic-Policy-Variables-ProhibitMatchVars-pm-225-line.html#15
PPIx::Regexp::Token::GroupType::Code::BEGIN@44	href=PPIx-Regexp-Token-GroupType-Code-pm-907-line.html#44
Perl::Tidy::IndentationItem::BEGIN@19082	href=Perl-Tidy-pm-735-line.html#19082
Perl::Critic::Policy::Subroutines::RequireFinalReturn::BEGIN@13	href=Perl-RequireFinalReturn-pm-380-line.html#13
PPIx::Regexp::Token::BEGIN@51	href=PPIx-Regexp-Token-pm-863-line.html#51
PPI::Structure::When::BEGIN@39	href=PPI-Structure-When-pm-455-line.html#39
Perl::Critic::Config::_policy_is_included	href=Perl-Critic-Config-pm-159-line.html#295
